Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_por_mes;Valor_por_ano;Possui_suite
Conjunto Comercial/Sala;Centro;0;10;0;1136;136370.0;22728.0;5682.0;159098.0;1914858.0;Não
Casa Comercial;Glória;0;0;0;139;16740.0;1953.0;139.0;18693.0;224455.0;Não
Flat;Arpoador;1;1;1;55;3000.0;1865.0;337.0;4865.0;58717.0;Sim
Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;4665.0;56160.0;Sim
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;11000.0;133000.0;Sim
Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;1792.0;21520.0;Não
Apartamento;Tomás Coelho;2;0;0;70;800.0;;;;;Não
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1293.0;15602.0;Não
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;4810.0;57977.0;Não
Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;1724.0;20701.0;Sim
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;1130.0;13572.0;Não
Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;5425.0;65287.0;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;2215.0;26583.0;Sim
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;1595.0;19164.0;Não
Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;6769.0;82036.0;Sim
Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;;2400.0;;Não
Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;;1600.0;;Não
Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;1770.0;21261.0;Não
Loja/Salão;Recreio dos Bandeirantes;0;2;0;140;3990.0;1410.0;968.0;5400.0;65768.0;Não
Prédio Inteiro;Campo Grande;0;0;0;650;35000.0;;;;;Não
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;32695.0;416055.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;120;3000.0;1380.0;507.0;4380.0;53067.0;Não
Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;1940.0;23412.0;Não
Apartamento;Olaria;2;0;0;90;1000.0;150.0;;1150.0;;Não
Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;4850.0;58300.0;Não
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;3100.0;37280.0;Não
Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;1601.0;19272.0;Sim
Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;13900.0;167380.0;Sim
Loja/Salão;Del Castilho;0;0;0;85;6500.0;;398.0;;;Não
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;;2724.0;;Sim
Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;5200.0;62720.0;Sim
Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;9700.0;116932.0;Sim
Galpão/Depósito/Armazém;Santo Cristo;0;0;0;1096;12000.0;;1771.0;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;145;3800.0;1400.0;413.0;5200.0;62813.0;Não
Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;9500.0;118600.0;Sim
Conjunto Comercial/Sala;Flamengo;0;0;0;32;1300.0;400.0;;1700.0;;Não
Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;2680.0;32230.0;Não
Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;6100.0;73561.0;Sim
Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;;;;;Sim
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;3900.0;48300.0;Sim
Galpão/Depósito/Armazém;Bonsucesso;0;3;0;404;15000.0;;370.0;;;Não
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;1892.0;22750.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;87;3000.0;764.0;134.0;3764.0;45302.0;Não
Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;1670.0;20070.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;9;0;190;10000.0;5503.0;1250.0;15503.0;187286.0;Não
Conjunto Comercial/Sala;Leblon;0;0;0;6;900.0;;;;;Não
Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;4910.0;59190.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;375;18750.0;6340.0;2349.0;25090.0;303429.0;Não
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;;6400.0;;Sim
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3580.0;43198.0;Sim
Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;;5800.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;34;1000.0;729.0;;1729.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;48;4500.0;885.0;380.0;5385.0;65000.0;Não
Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;1060.0;12745.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;80;5000.0;1100.0;3000.0;6100.0;76200.0;Não
Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;3600.0;43410.0;Não
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9100.0;109663.0;Sim
Conjunto Comercial/Sala;Leblon;0;0;0;120;20000.0;2400.0;616.0;22400.0;269416.0;Não
Prédio Inteiro;São Cristóvão;0;0;0;1408;24000.0;;;;;Não
Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;1860.0;22332.0;Não
Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;;3679.0;;Sim
Loft;Barra da Tijuca;1;1;1;78;2700.0;1370.0;188.0;4070.0;49028.0;Sim
Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;;4807.0;;Sim
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;2390.0;28830.0;Sim
Galpão/Depósito/Armazém;Campo Grande;0;3;0;300;6000.0;;;;;Não
Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;4777.0;57644.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;900.0;500.0;;1400.0;;Não
Galpão/Depósito/Armazém;Campo Grande;0;0;0;1000;8000.0;;;;;Não
Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;3330.0;40116.0;Sim
Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;1325.0;15936.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;22;800.0;264.0;83.0;1064.0;12851.0;Não
Casa;Grajaú;5;4;2;450;7000.0;;500.0;;;Sim
Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;;6630.0;;Sim
Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;3280.0;39608.0;Sim
Conjunto Comercial/Sala;Botafogo;0;10;0;534;45000.0;14850.0;;59850.0;;Não
Apartamento;Anil;2;1;0;48;1100.0;400.0;;1500.0;;Não
Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;14300.0;172650.0;Sim
Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;3550.0;42786.0;Sim
Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;;2680.0;;Sim
Loja/Salão;Vila Valqueire;0;0;0;30;1100.0;;;;;Não
Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;11000.0;136725.0;Sim
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;2318.0;28154.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;72;2200.0;835.0;595.0;3035.0;37015.0;Não
Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;1100.0;13230.0;Não
Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0;2260.0;27182.0;Não
Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;5175.0;62470.0;Sim
Casa;Tanque;2;1;0;59;1200.0;170.0;;1370.0;;Não
Box/Garagem;Centro;0;1;0;0;250.0;;85.0;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1600.0;870.0;406.0;2470.0;30046.0;Não
Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;;33800.0;;Sim
Conjunto Comercial/Sala;Botafogo;0;28;0;1510;211400.0;50902.0;8138.0;262302.0;3155762.0;Não
Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;1480.0;17790.0;Não
Casa;Campo Grande;3;0;0;200;2100.0;;;;;Não
Conjunto Comercial/Sala;Centro;0;0;0;254;10000.0;5600.0;;15600.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;24;600.0;386.0;119.0;986.0;11951.0;Não
Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;4300.0;52100.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;250;8000.0;4790.0;1160.0;12790.0;154640.0;Não
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1200.0;760.0;;1960.0;;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;2684.0;32378.0;Sim
Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;1985.0;23970.0;Sim
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;4580.0;55383.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;750.0;399.0;52.0;1149.0;13840.0;Não
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;2390.0;28748.0;Sim
Conjunto Comercial/Sala;Santo Cristo;0;0;0;175;5250.0;1750.0;;7000.0;;Não
Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;14780.0;179160.0;Sim
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;;1032.0;;Não
Conjunto Comercial/Sala;Tijuca;0;0;0;150;7200.0;1700.0;481.0;8900.0;107281.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0;28938.0;348559.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;322;8500.0;4315.0;81.0;12815.0;153861.0;Não
Conjunto Comercial/Sala;São Cristóvão;1;1;0;25;800.0;427.0;471.0;1227.0;15195.0;Não
Apartamento;Madureira;2;0;0;40;600.0;415.0;;1015.0;;Não
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;;2359.0;;Não
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;3793.0;45706.0;Sim
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;16500.0;6030.0;3980.0;22530.0;274340.0;Não
Casa;Bonsucesso;2;0;0;51;1000.0;;;;;Não
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;21800.0;263400.0;Sim
Apartamento;Campo Grande;2;0;1;58;1000.0;;;;;Sim
Flat;Humaitá;1;1;0;55;2000.0;1232.0;176.0;3232.0;38960.0;Não
Conjunto Comercial/Sala;Centro;0;0;0;360;9000.0;2968.0;1208.0;11968.0;144824.0;Não
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;1230.0;14775.0;Não
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;;3100.0;;Sim
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;6899.0;83538.0;Sim
Loja/Salão;Barra da Tijuca;0;0;0;210;55000.0;;3000.0;;;Não
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5676.0;68232.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;34;1600.0;732.0;141.0;2332.0;28125.0;Não
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;17165.0;206669.0;Sim
Loja/Salão;Recreio dos Bandeirantes;0;1;0;54;1500.0;364.0;173.0;1864.0;22541.0;Não
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;2500.0;30150.0;Sim
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;2920.0;35230.0;Sim
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;3200.0;38598.0;Sim
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;7200.0;86962.0;Sim
Conjunto Comercial/Sala;Centro;0;18;0;1141;79855.0;22302.0;2977.0;102157.0;1228861.0;Não
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;2052.0;24866.0;Não
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;;2980.0;;Sim
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;;1720.0;;Sim
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;;4420.0;;Não
Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;1100.0;;1900.0;;Não
Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;6500.0;78250.0;Sim
Conjunto Comercial/Sala;Botafogo;0;11;0;705;68000.0;26715.0;4579.0;94715.0;1141159.0;Não
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;1048.0;12590.0;Não
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;3250.0;39030.0;Não
Conjunto Comercial/Sala;Campo Grande;0;1;0;21;500.0;570.0;;1070.0;;Não
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;3468.0;41783.0;Não
Galpão/Depósito/Armazém;São Cristóvão;0;20;0;1100;16000.0;;2435.0;;;Não
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;;46800.0;;Sim
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;3500.0;43150.0;Não
Apartamento;Leme;3;1;1;175;8000.0;1380.0;;9380.0;;Sim
Casa;Engenho Novo;2;0;0;70;1100.0;;;;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500.0;1250.0;681.0;3750.0;45681.0;Não
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;;1640.0;;Não
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;;3020.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;90;2800.0;1640.0;270.0;4440.0;53550.0;Não
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;2947.0;35384.0;Sim
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;12000.0;144700.0;Sim
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;;7022.0;;Sim
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;14350.0;172471.0;Sim
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;6200.0;75050.0;Sim
Apartamento;Irajá;2;1;0;65;1100.0;255.0;;1355.0;;Não
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;;4500.0;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;240;21000.0;3500.0;;24500.0;;Não
Loja/Salão;Andaraí;0;0;0;330;6000.0;;17285.0;;;Não
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;;1650.0;;Não
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;39864.0;482278.0;Sim
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;6769.0;81454.0;Sim
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;3650.0;43925.0;Sim
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;2100.0;25255.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800.0;870.0;;1670.0;;Não
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;;1700.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;101;2000.0;4700.0;;6700.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1600.0;912.0;;2512.0;;Não
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;8087.0;97499.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;150;4000.0;2000.0;;6000.0;;Não
Conjunto Comercial/Sala;Botafogo;0;0;0;457;50000.0;17600.0;23500.0;67600.0;834700.0;Não
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;;;;;Não
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;6000.0;72300.0;Sim
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;2880.0;34700.0;Sim
Conjunto Comercial/Sala;Centro;0;2;0;240;7000.0;3203.0;1300.0;10203.0;123736.0;Não
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;6700.0;80718.0;Sim
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;3300.0;39757.0;Não
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;6510.0;78543.0;Sim
Conjunto Comercial/Sala;Santo Cristo;0;16;0;1200;78000.0;23000.0;;101000.0;;Não
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;2350.0;28312.0;Sim
Casa;Jardim Botânico;2;4;1;107;9500.0;;1091.0;;;Sim
Conjunto Comercial/Sala;Botafogo;0;15;0;700;59500.0;21994.0;5586.0;81494.0;983514.0;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;6213.0;;;;;Não
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;11000.0;135500.0;Sim
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;2819.0;34030.0;Não
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;1600.0;19238.0;Não
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;2310.0;27778.0;Não
Loja/Salão;Taquara;0;0;0;15;600.0;;;;;Não
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;;16600.0;;Sim
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;;653.0;;;Sim
Conjunto Comercial/Sala;Centro;0;0;0;594;9000.0;;727.0;;;Não
Loja/Salão;Copacabana;0;0;0;310;30000.0;700.0;;30700.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;373;30000.0;6723.0;1492.0;36723.0;442168.0;Não
Conjunto Comercial/Sala;Ipanema;0;5;0;200;25200.0;4680.0;;29880.0;;Não
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;1815.0;21801.0;Não
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;13530.0;163172.0;Sim
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;2439.0;29344.0;Não
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;4800.0;58020.0;Sim
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1000.0;434.0;101.0;1434.0;17309.0;Não
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;3632.0;43682.0;Não
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;;2750.0;;Sim
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;6860.0;82860.0;Sim
Casa Comercial;Botafogo;3;0;0;280;13000.0;450.0;1387.0;13450.0;162787.0;Não
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;21500.0;258934.0;Sim
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1000.0;680.0;;1680.0;;Não
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;43004.0;517795.0;Sim
Galpão/Depósito/Armazém;Cordovil;0;0;0;850;8500.0;;;;;Não
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;3297.0;39590.0;Sim
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;2100.0;25255.0;Não
Loja/Salão;Catete;0;6;0;300;17500.0;310.0;14000.0;17810.0;227720.0;Não
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;;3512.0;;Sim
Loja/Salão;Barra da Tijuca;0;1;0;49;2000.0;780.0;;2780.0;;Não
Conjunto Comercial/Sala;Centro;0;3;0;151;11025.0;3430.0;;14455.0;;Não
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;3410.0;41050.0;Não
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;6000.0;72580.0;Sim
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;;2561.0;;Sim
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;;2100.0;;Não
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;15000.0;9360.0;;24360.0;;Não
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;;2373.0;;Sim
Casa;Botafogo;12;5;0;500;18000.0;;1800.0;;;Não
Conjunto Comercial/Sala;Ipanema;0;0;0;45;5000.0;2200.0;243.0;7200.0;86643.0;Não
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;16800.0;202950.0;Sim
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;197;8000.0;;690.0;;;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900.0;560.0;185.0;1460.0;17705.0;Não
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;9250.0;111620.0;Sim
Prédio Inteiro;Barra da Tijuca;0;80;0;5500;480000.0;;;;;Não
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;3090.0;37965.0;Não
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;10100.0;121700.0;Sim
Casa;Catete;10;0;10;300;15000.0;;220.0;;;Sim
Apartamento;Urca;1;0;0;53;2800.0;770.0;;3570.0;;Não
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;6600.0;79516.0;Sim
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;2790.0;33674.0;Não
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;1864.0;22454.0;Não
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;1171.0;14081.0;Sim
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;6500.0;78433.0;Sim
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;;2295.0;;Sim
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;2536.0;30580.0;Não
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;3420.0;41168.0;Não
Loja/Salão;Engenho de Dentro;0;0;0;56;2200.0;;100.0;;;Não
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;1550.0;18750.0;Não
Apartamento;Penha;2;0;0;64;950.0;180.0;;1130.0;;Não
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;;7900.0;;Sim
Loja/Salão;Barra da Tijuca;0;0;0;140;7200.0;315.0;1550.0;7515.0;91730.0;Não
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;4800.0;57800.0;Não
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;11210.0;135465.0;Sim
Conjunto Comercial/Sala;Centro;0;0;0;208;5000.0;2670.0;530.0;7670.0;92570.0;Não
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;2718.0;32736.0;Sim
Galpão/Depósito/Armazém;Vigário Geral;0;0;0;2000;30000.0;;;;;Não
Quitinete;Gardênia Azul;1;0;0;20;485.0;;;;;Não
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;1805.0;21715.0;Não
Casa;São Conrado;4;0;4;1200;25000.0;;;;;Sim
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;700.0;350.0;;1050.0;;Não
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;;2300.0;;Não
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;4200.0;50790.0;Não
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;990.0;570.0;;1560.0;;Não
Conjunto Comercial/Sala;Flamengo;0;0;0;15;850.0;622.0;165.0;1472.0;17829.0;Não
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;7800.0;93998.0;Sim
Conjunto Comercial/Sala;Botafogo;0;3;0;90;5900.0;2220.0;;8120.0;;Não
Loja/Salão;Barra da Tijuca;0;1;0;65;2200.0;595.0;500.0;2795.0;34040.0;Não
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;2140.0;25735.0;Sim
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;3245.0;39130.0;Não
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;25;800.0;364.0;172.0;1164.0;14140.0;Não
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;;1980.0;;Não
Terreno Padrão;Penha;0;0;0;721;4000.0;;611.0;;;Não
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;3250.0;39100.0;Sim
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;4800.0;57797.0;Não
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;2481.0;29892.0;Sim
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;800.0;306.0;56.0;1106.0;13328.0;Não
Loja/Salão;Santa Cruz;0;0;0;42;1000.0;;;;;Não
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;;3190.0;;Não
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;;4190.0;;Sim
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;;4180.0;;Não
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;800.0;400.0;90.0;1200.0;14490.0;Não
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;;4220.0;;Não
Conjunto Comercial/Sala;Centro;0;0;0;42;700.0;515.0;83.0;1215.0;14663.0;Não
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;3800.0;46808.0;Não
Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;;3621.0;;Não
Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;3826.0;46002.0;Não
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;12300.0;148123.0;Sim
Loja/Salão;Centro;0;0;0;530;12000.0;7435.0;1750.0;19435.0;234970.0;Não
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;2370.0;28548.0;Sim
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;4247.0;51511.0;Sim
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;14300.0;172637.0;Sim
Casa;Campo Grande;2;1;2;100;1500.0;;30.0;;;Sim
Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;6320.0;76355.0;Sim
Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;11050.0;132950.0;Sim
Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;2800.0;33695.0;Não
Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;2500.0;30070.0;Não
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;1630.0;19596.0;Não
Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0;2507.0;30173.0;Não
Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0;2480.0;29785.0;Não
